singlish_news,transliterated_l1,transliterated_l2,man_written
"nawalapitiya dumriya sthanaya asannayedi dumriyak peelipeneema nisa, udarata maargaye gamanagamanayata badha: reporter","නවලපිටිය ඩුම්‍රිය ස්තනය අසන්නයෙඩි ඩුම්‍රියක් පීලිපෙනීම නිසා , උඩරට මාර්ගයෙ ගමනගමනයට බඩ්හ : reporter","නාවලපිටිය දුම්රිය ස්තනය ආසන්නයේදී දුම්රියක් පීලිපැනීමට නිසා , උඩරට මාර්ගයේ ගමනාගමනය බඩ්හ : reporter","නාවලපිටිය දුම්රිය ස්ථානය ආසන්නයේදී දුම්රියක් පීලි පැනීම නිසා, උඩරට මාර්ගයේ ගමනාගමනයට ගමනාගමනයට බාධා: reporter"
"ada(30) madya rathriye sita heta(31) madyama rathriya dakwa kriyathmaka wana paridi, siyaluma thepel sewakainge niwadu awalangu kere","අඩ ( 30 ) මඩ්ය රත්‍රියෙ සිට හෙට ( 31 ) මඩ්යම රත්‍රිය දක්වා ක්‍රියත්මක වන පරිදි , සියලුම තෙපෙල් සෙවකඉඟෙ නිවඩු අවලඟු කෙරෙ","අද ( 30 ) මඩ්ය රත්‍රියෙ සිට හෙට ( 31 ) මඩ්යම රත්‍රිය දක්වා ක්‍රියත්මක වන පරිදි , සියලුම තෙපෙල් සෙවකඉඟෙ නිවඩු අවලඟු කෙරේ","අද (30)මධ්‍යම රාත්‍රී සිට හෙට(31) මධ්‍යම රාත්‍රිය දක්වා ක්‍රියාත්මක වන පරිදි, සියලුම තැපැල්  සේවකයින්ගේ නිවාඩු අවලංගු කෙරේ"
"pannipitiyedi lorry ratha riyadurekta pahara dun police kosthapal april 5 thek remand.lorry ratha riyaduruge,riyaduru balapathraya thawakalikawa athhituwai","පන්නිපිටියෙඩි ලොර්ර්ය් රත රියඩුරෙක්ට පහර ඩුන් police කොස්තපල් අප්‍රිල් 5 තෙක් remand . ලොර්ර්ය් රත රියඩුරුගෙ , රියඩුරු බලපත්‍රය තවකලිකව අත්හිටුවඉ","පන්නිපිටියෙඩි ලොර්ර්ය් රථ රියඩුරෙක්ට පහර දුන් police කොස්තපල් අප්‍රිල් 5 තෙක් remand . ලොර්ර්ය් රථ රියදුරුගේ , රියදුරු බලපත්‍රය තාවකාලිකව අත්හිටුවන","පන්නිපිටියේ දී ලොරි රථ රියදුරෙකුට පහරදුන් පොලිස් කොස්තාපල් අප්‍රේල් 5 තෙක් remand ලොරි රථ රියදුරු ගේ,රියදුරු බලපත්‍රය තාවකාලිකව අත්හිටුවයි"
allas comisama pewaru naduwen hitapu agawinisuruwarayeku wu mohan peris ethulu sekakaruwan..(1/2),අල්ලස් කොමිසම පෙවරු නඩුවෙන් හිටපු අගවිනිසුරුවරයෙකු වු මොහන් පෙරිස් එතුලු සෙකකරුවන් ..,අල්ලස් කොමිසම පෙවරු අඩුවෙන් හිටපු අගවිනිසුරුවරයා වු මොහන් පෙරිස් ඇතුළු සැකකරුවන් .. ,අල්ලස් කොමිසම පැවරූ නඩුවෙන් හිටපු අගවිනිසුරුවරයෙකු වූ මොහාන් පීරිස් ඇතුළු සැකකරුවන්..
nidos kota nidahas kirimata colombo pradana mahesthrathwarayagen niyoga.(2/2),නිඩොස් කොට නිඩහස් කිරිමට කොලොඹො ප්‍රඩන මහෙස්ත්‍රත්වරයගෙන් නියොග .,නිදොස් කොට නිදහස් කිරිමට කොලොඹො ප්‍රඩන මහෙස්ත්‍රත් වරයගෙන් නියෝග . ,නිදොස් කොට නිදහස් කිරීමට කොළඹ ප්‍රධාන මහේස්ත්‍රාත් වරයාගේ නියෝග
colomba nagarika seemawe ratha wahana thada badayata wisadumak lesa kanu matha dumriya marga 4k idikirimata cabinet anumethiya.,කොලොඹ නගරික සීමවෙ රත වහන තඩ බඩයට විසඩුමක් ලෙස කනු මත ඩුම්‍රිය මර්ග 4ක් ඉඩිකිරිමට කබිනෙට් අනුමෙතිය .,කොලොඹ නාගරික සීමවෙ රථ වහන තද බලයට විසඳුම් ලෙස කණු මත දුම්රිය මර්ග 4ක් ඉදිකිරීමට කබිනෙට් අනුමැතිය .,කොළඹ නාගරික සීමාවේ රථ වාහන තදබදයට විසඳුමක් ලෙස කණු මත දුම්රිය මාර්ග 4ක් ඉදිකිරීමට ඉදි කිරීමට කැබිනට් අනුමැතිය
"(2/2) weliamuna para, balagala, galahaduwa, maradana para, elakanda ha hendala pare kotasakata jalaya ath-hituwai.: nws&db"," වෙලිඅමුන පර , බලගල , ගලහඩුව , මරඩන පර , එලකඳ හා හෙඳල පරෙ කොටසකට ජලය අත් - හිටුවඉ .: න්ව්ස් & ඩ්බ්"," වැලිඅමුණ පර , බලගල , ගලගහදුව , මරඩන පර , එලකඳ හා හෙඳල පරෙ කොටසකට ජලය අත් - හිටුවඉ . : න්ව්ස් & ඩ්බ්","වෙල් මුණ පාර,පාර බල්ගල ,ගලහා වඩුව, මරදාන පහර ,ඇල්ලකන්ද හා හින්දල පාරේ කොටසකට ජලය අත්හිටුවයි.:NWS&DB"
"heta 10pm sita peya 18k wanawasala, oliyamulla, ewariwatta para, wattala meegamu para, thelagapatha, meegahawatta, hekitta, palliyawatta, (1/2)","හෙට 10ප්ම් සිට පෙය 18ක් වනවසල , ඔලියමුල්ල , එවරිවට්ට පර , වට්ටල මීගමු පර , තෙලගපත , මීගහවට්ට , හෙකිට්ට , පල්ලියවට්ට , ","හෙට 10ප්ම් සිට පෙය 18ක් වනවිට , ඔලියමුල්ල , එවරිවට්ට පර , කට්ටල මීගමු පර , තෙලගපත , මීගහවත්ත , හෙකිට්ට , පල්ලියවත්ත , ","හෙට 10 pm  සිට පැය 18 වන වණවාසළ ,ඔලියමුල්ල ,ඇවරියවත්ත පාර, වත්තල, මීගමු පාර, තෙල් ගව පත්ත පාර, මීගමුවට, හකිට්ට ට"
"wisha pol-thel anayanaya kala bawa kiyana samagamakata ayath, pol-thel 55,000l athulath bowser 02k dankotuwedi police baarayata","විශ පොල් - තෙල් අනයනය කල බව කියන සමගමකට අයත් , පොල් - තෙල් 55 , 000ල් අතුලත් බොව්සෙර් 02ක් ඩන්කොටුවෙඩි police බාරයට","විෂ පොල් - තෙල් අපනයන කල බව කියන සමාගමක් අයත් , පොල් - තෙල් 55 , 000ල් ඇතුළත් බොව්සෙර් 02ක් ඩන්කොටුවෙඩි police බාරයට","විශ්ව පොල්-තෙල් ආනයනය කළ බව කියන සමාගමකට අයත්,පොල් තෙල් 55,000L ඊට ඇතුළත් bousar 02ක් දංකොටුවේ දී පොලිස් භාරයට"
"update: wanawasala, oliyamulla, ewariwatte paara, balagala, thelangapatha, meegaswaththa, hekiththa(1/2)","update : වනවසල , ඔලියමුල්ල , එවරිවට්ටෙ පාර , බලගල , තෙලඟපත , මීගස්වත්ත , හෙකිත්ත ","update : වනවිට , ඔලියමුල්ල , එවරිවට්ටෙ පාර , බලගල , තෙලඟපත , මීගහවත්ත , හේකිත්ත ","update වණවාසළ ඔලියමුල්ල, ඇවරියවත්ත පාර, බලගල, තලන්ගාත, මේගස්වත්‍ත ,හෙකිත්ත"
"(2/2)palliyawaththa, elakanda pradeshawala heta 10pm sita peya 18 k jalaya athhituwai"," පල්ලියවත්ත , එලකඳ ප්‍රඩෙශවල හෙට 10ප්ම් සිට පෙය 18 ක් ජලය අත්හිටුවඉ"," පල්ලියවත්ත , එලකඳ ප්‍රදේශවල හෙට 10ප්ම් සිට පෙය 18 ක් ජලය අත්හිටුවන","පලියවත්ත , එලකන්ඩ  ප්‍රදේශ වන හෙට  10 සිට පැය  18ක් ජලය අත්හිටුවයි"
"(2/2)palliyawaththa, elakanda pradeshawala heta 10am sita peya 18 k jalaya athhituwai"," පල්ලියවත්ත , එලකඳ ප්‍රඩෙශවල හෙට 10අම් සිට පෙය 18 ක් ජලය අත්හිටුවඉ"," පල්ලියවත්ත , එලකඳ ප්‍රදේශවල හෙට 10අම් සිට පෙය 18 ක් ජලය අත්හිටුවන","පලියවත්ත , එලකන්ඩ  ප්‍රදේශ වන හෙට  10 සිට පැය  18ක් ජලය අත්හිටුවයි"
"wanawasala, oliyamulla, ewariwatte paara, balagala, thelangapatha, meegaswaththa, hekiththa(1/2)","වනවසල , ඔලියමුල්ල , එවරිවට්ටෙ පාර , බලගල , තෙලඟපත , මීගස්වත්ත , හෙකිත්ත ","වනවිට , ඔලියමුල්ල , එවරිවට්ටෙ පාර , බලගල , තෙලඟපත , මීගහවත්ත , හේකිත්ත ","වණවාසළ, ඔලියමුල්ල, ඇවරියවත්ත පාර, බලගල, තලන්ගාත, මේගස්වත්‍ත, හෙකිත්ත"
covid-19 asadithayin haduna gatha haki pahasu rudira pareekshana kramawedayak; (1/2),covid - 19 අසඩිතයින් හඳුනා ගත හකි පහසු රුඩිර පරීක්ශන ක්‍රමවෙඩයක් ; ,covid - 19 ආසාදිතයින් හඳුනා ගත හකි පහසු රුධිර පරීක්ෂණ ක්‍රමවේදයක් ; ,Covid 19 ආසාදිතයින් හඳුනාගත හැකි පහසු රුධිර පරීක්ෂණ ක්‍රමවේදයක්;
(2/2) merata mahacharyawariyaka wana neelika malavige-da athulath oxford sarasawiye wisheshagngna kandayamak wisin soya gane, මෙරට මහචර්යවරියක වන නීලික මලවිගෙ - ද අතුලත් oxford සරසවියෙ විශෙශඥ්ඥ කඳයමක් විසින් සොය ගනෙ, මෙරට මහචර්යවරියක වන නීලික මලවිගෙ - ද ඇතුළත් oxford සරසවියේ විශෙශඥ්ඥ කුමක් විසින් සොය ගනෙ,මෙරට මහාචාර්යවරියක වන නාලිකා මලවිගේ දෙය ඇතුළත් ඔක්ස්ෆර්ඩ් සරසවියේ විශේෂඥ කණ්ඩායමක් විසින් සොයා ගැනේ
"sl - kodew 2 wana test tharagaya palamu dinaya: batahira indeeya kodewwan 287/7 (k. brathwaite 99, k. mayers 49, suranga lakmal 71/3)","ස්ල් - කොඩෙව් 2 වන test තරගය පලමු ඩිනය : බටහිර ඉඳීය කොඩෙව්වන් 287 / 7 ( ක් . බ්‍රත්වඉටෙ 99 , ක් . මයෙර්ස් 49 , සුරඟ ලක්මල් 71 / 3 )","ස්ල් - කොදෙව් 2 වන test තරගය පළමු දිනය : බටහිර ඉඳීය කොඩෙව්වන් 287 / 7 ( ක් . බ්‍රත්වඉටෙ 99 , ක් . මයෙර්ස් 49 , සුරඟ ලක්මාල් 71/3)","SL කොදෙව් දෙවන ටෙස්ට් තරඟය පළමු දිනය: බටහිර ඉන්දීය කොදෙව්වන් 287/7(k.brathwaite 99,k mayers 49, සුරංග ලක්මාල්  77/3)"
"siravee thibu ""ever given"" bahalum nawukawa muda geneemen pasu, suez ele nawuka gamana gamanaya yali aramba wei: foreign media","සිරවී තිබු "" ever ගිවෙන් "" බහලුම් නවුකව මුඩ ගෙනීමෙන් පසු , සුඑz එලෙ නවුක ගමන ගමනය යලි අරඹ වෙඉ : foreign media","සිරවී තිබු `` ever ගිවෙන් `` බහලුම් නවුකව මුඩ ගැනීමෙන් පසු , සුඑz ඇලේ නවුක ගමන ගමන් යලි අරඹ වෙයි : foreign media","සිරවී තිබූ බහළුම් E""ver given""  නෞකාව මුදා ගැනීමෙන් පසු සූවස් ඇලේ  නෞකා ගමනාගමනය යළි ආරම්භ වෙයි: foreign media"
(2/2) ginikona diga arabi muhudu pradesha wala deewara ha nawuka katayuthu wala noyedenna; ema pradesha wala sitina deewarainta yali paminena lesa upades, ගිනිකොන ඩිග අරබි මුහුඩු ප්‍රඩෙශ වල ඩීවර හා නවුක කටයුතු වල නොයෙඩෙන්න ; එම ප්‍රඩෙශ වල සිටින ඩීවරඉන්ට යලි පමිනෙන ලෙස උපඩෙස්, ගිනිකොණ දිග ඇරඹි මුහුදු ප්‍රදේශ වල ධීවර හා නවුක කටයුතු වල නොයෙඩෙන්න ; එම ප්‍රදේශ වල සිටින ධීවරයින්ට යලි පමිනෙන ලෙස උපදෙස්,ගිනිකොනදිග අරාබි මුහුදු ප්‍රදේශ වල ප්‍රදේශවල ධීවර හා නෞකා කටයුතු වල  එම ප්‍රදේශ වල සිටින ධීවරයින්ට යළි පැමිණෙන ලෙස උපදෙස්
"idiri peya 72-thula ginikona diga bengala bokka, andaman muhuda ha gemburu muhuda pradesha wala menma, idiri peya 24-thula (1/2)","ඉඩිරි පෙය 72 - තුළ ගිනිකොන ඩිග බෙඟල බොක්ක , අඳමන් මුහුඩ හා ගෙඹුරු මුහුඩ ප්‍රඩෙශ වල මෙන්ම , ඉඩිරි පෙය 24 - තුළ ","ඉඩිරි පෙය 72 - තුළ ගිනිකොණ දිග බෙඟල බොක්ක , අවමන් මුහුද හා ගෙඹුරු මුහුද ප්‍රදේශ වල මෙන්ම , ඉඩිරි පෙය 24 - තුළ ","ඉදිරි පැය 72 -තුළ ගිනිකොන දිග බෙංගාල බොක්ක,අන්දමන් මුහුදේ හා ගැඹුරු මුහුද ප්‍රදේශ ප්‍රදේශවල මෙන්ම, ඉදිරි පැය 24-තුල"
update: pannipitiye dee lorry ratha riyadurekuta pahara dun police kosthapalwaraya athadanguwata,update : පන්නිපිටියෙ දී ලොර්ර්ය් රත රියඩුරෙකුට පහර ඩුන් police කොස්තපල්වරය අත්අඩංගුවට,update : පන්නිපිටිය දී ලොර්ර්ය් රථ රියඩුරෙකුට පහර දුන් police කොස්තපල්වරය අත්අඩංගුවට,UPDATE: පන්නිපිටිය  ලොරි රථ රියදුරෙකුට පහරදුන් පොලිස් කොස්තාපල්වරයා අත්අඩංගුවට
update: pannipitiyedi lorry-ratha riyadurekuta pahara-dun maharagama police kosthapalvaraya athadanguwata: police spokesman- hirunews.lk,update : පන්නිපිටියෙඩි ලොර්ර්ය් - රත රියඩුරෙකුට පහර - ඩුන් මහරගම police කොස්තපල්වරය අත්අඩංගුවට : police spokesmen - හිරුනෙව්ස් . ල්ක්,update : පන්නිපිටියෙඩි ලොර්ර්ය් - රථ රියඩුරෙකුට පහර - දුන් මහරගම police කොස්තපල්වරය අත්අඩංගුවට : Police  Spokesman- Hiru news.lk,update පන්නිපිටියේ දී ලොරි-රථ රියදුරුට පහර-දුන්  මහරගම පොලිස් කොස්තාපල්වරයා අත්අඩංගුවට Police  Spokesman- Hiru news.lk
(2/2)cheena janadhipathi xi jinping ha janadhipathi gotabaya rajapaksa durakathana sanwadayaka niratha wemin ekagathwaya pala karai, චීන ජනඩ්හිපති xi jinping හා ජනඩ්හිපති ගොටබය රජපක්ස ඩුරකතන සන්වඩයක නිරත වෙමින් එකගත්වය පල කරඉ, චීන ජනඩ්හිපති xi jinping හා ජනඩ්හිපති ගොටබය රාජපක්ෂ දුරකථන සන්වඩයක නිරත වෙමින් එකඟතාවය පල කරයි,චීන ජනාධිපති xi jinping හා ජනාධිපති ගෝඨාභය රාජපක්ෂ දුරකථන සංවාදයක නිරත වෙමින් එකඟතාවය පළ කරයි
siyalu ksheshthrayakama anynonya prathilaba sahitha dweeparshawiya sahayogeethawaya shakthimath kara wardanaya kireemata(1/2),සියලු ක්ශෙශ්ත්‍රයකම අන්ය්නොන්ය ප්‍රතිලබ සහිත ඩ්වීපර්ශවිය සහයොගීතවය ශක්තිමත් කර වර්ඩනය කිරීමට ,සියලු ක්ශෙශ්ත්‍රයකම අන්ය්නොන්ය ප්‍රතිලබ සහිත ඩ්වීපර්ශවිය සහයොගීතවය ශක්තිමත් කර වර්ධනය කිරීමට ,සියලු ක්ෂේත්‍රයකම අන්‍යෝන්‍ය ප්‍රතිලාභ සහිත ද්විපාර්ශ්වීය සහයෝගීතාව ශක්තිමත් කර වර්ධනය කිරීමට
janadhipathi gotabaya rajapaksa saha china janadhipathi xi jinping athara durakathana sanwadayak; dweiparshaweeya sabandatha wardanayatath ekagatha.: pmd,ජනඩ්හිපති ගොටබය රජපක්ස සහ චින ජනඩ්හිපති xඉ ජින්පිඟ් අතර ඩුරකතන සන්වඩයක් ; ඩ්වෙඉපර්ශවීය සබඳත වර්ඩනයටත් එකගත .: PMD,ජනඩ්හිපති ගොටබය රාජපක්ෂ සහ චීන ජනඩ්හිපති xඉ ජින්පින් අතර දුරකථන සන්වඩයක් ; ඩ්වෙඉපර්ශවීය සබඳතා වර්ඩනයටත් එකග . : PMD,ජනාධිපති ගෝඨාභය රාජපක්ෂ සහ චීන ජනාධිපති අතර දුරකථන දුරකථන සංවාදයක් ද්විපාර්ශ්වීය සම්බන්ධතා වර්ධනයටත් එකගතා.:PMD
thawath corona marana 05k wartha wei.marana sankyawa 566k dakwa ihalata saukya sewa adyaksha genaral,තවත් කොරෝනා මරන 05ක් වාර්තා වෙඉ . මරන සන්ක්යව 566ක් දක්වා ඉහලට  සෞඛ්‍ය සෙව අධ්‍යක්ෂ ගෙනරල්,තවත් කොරෝනා මරණ 05ක් වාර්තා වෙයි . මරණ සන්ක්යව 566ක් දක්වා ඉහලට  සෞඛ්‍ය සෙව අධ්‍යක්ෂ ගෙනරල්,තවත් කොරෝනා මරණ 5 ක් වාර්ථාවෙයි මරණ සංඛ්‍යාව 560 හයක් දක්වා ඉහලට.: සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්
update - thawath covid-19 asadithayin 71k wartha wei.: army commander,update - තවත් covid - 19 අසඩිතයින් 71ක් වාර්තා වෙඉ .: army commander,update - තවත් covid - 19 ආසාදිතයින් 71ක් වාර්තා වෙයි . : army commander,තවත් covid 19 ආසාදිතයින් 71ක් වාර්තා වාර්තාවෙයි.: army commander
update: thawath covid-19 asadithayin 71 deneku haduna ganne.ada meratin wartha wu asadithayin ganana 166 dakwa ihalata - yuda hamudapathi,update : තවත් covid - 19 අසඩිතයින් 71 ඩෙනෙකු හඳුනා ගන්නෙ . අඩ මෙරටින් වාර්තා වු අසඩිතයින් ගනන 166 දක්වා ඉහලට - යුඩ හමුඩපති,update : තවත් covid - 19 ආසාදිතයින් 71 දෙනෙකු හඳුනා ගැනේ . අද මෙරටින් වාර්තා වු ආසාදිතයින් ගණන 166 දක්වා ඉහලට - යුද හමුදාපති,තවත් covid 19 ආසාදිතයින් 70 දෙනෙකු හඳුනා ගැනේ අද මෙරටින් වාර්තා වූ ආසාදිතයින් ගණන 166 දක්වා ඉහලට- යුද හමුදාපති
thawath covid-19 marana 05k wartha-wei; samastha marana 566 dakwa ihalata.: epid,තවත් covid - 19 මරන 05ක් වාර්තා - වෙඉ ; සමස්ත මරන 566 දක්වා ඉහලට .: එපිඩ්,තවත් covid - 19 මරණ 05ක් වාර්තා - වෙයි ; සමස්ත මරණ 566 දක්වා ඉහලට . : එපිඩ්,තවත් covid 19  මරණ 5ක් වාර්තා වේ සමස්ත මරණ 566 දක්වා ඉහලට EPID
antigua hi pawathwena batahira indeeya kodewwanta erehi 2 wana test tharagaye kasiye wasiya dinuu sri lankawa palamuwa pandu rakeemata theeranaya karai,අන්ටිගුඅ හි පවත්වෙන බටහිර ඉඳීය කොඩෙව්වන්ට එරෙහි 2 වන test තරගයෙ කසියෙ වසිය ඩිනූ ශ්‍රී ලංකාවව පලමුව පඳු රකීමට තීරනය කරඉ,අන්ටිගුඅ හි පැවැත්වෙන බටහිර ඉඳීය කොඩෙව්වන්ට එරෙහි 2 වන test තරගය කසියෙ වසිය දිනූ ශ්‍රී ලංකාවව පළමුව පඳු රැකීමට තීරණය කරයි,ඇන්ටිගුවා හි පවත්වන බටහිර ඉන්දීය කොදෙව්වන්ට එරෙහි 2 වන ටෙස්  තරගයේ කාසියේ වාසිය දිනූ ශ්‍රී ලංකාව පළමුව පන්දු  රැකීමට  තීරණය කරයි
lorry ratha riyadurekuta paharadeeme siddiyata sambanda maharagama policliye kosthapalwarayage weda thahanam kere,ලොර්ර්ය් රත රියඩුරෙකුට පහරඩීමෙ සිඩ්ඩියට සඹඳ මහරගම පොලික්ලියෙ කොස්තපල්වරයගෙ වෙඩ තහනම් කෙරෙ,ලොර්ර්ය් රථ රියඩුරෙකුට පහරදීම සිද්ධියට සඹඳ මහරගම පොලික්ලියෙ කොස්තපල්වරයගෙ වෙද තහනම් කෙරේ,ලොරි රථ රියදුරෙකුට පහර දීමේ සිද්ධියට සම්බන්ධ  මහරගම පොලිසියේ කොස්තාපල්වරයාගේ වැඩ තහනම් කෙරේ
"2nd test, west indies vs sri lanka ' antigua l kasiye wasiya dinu sri lanka kandayama palamuwa pandu rekeemata theeranaya karai","2ඳ් test , වෙස්ට් ඉඳීස් ව්ස් ශ්‍රී ලංකාව ' අන්ටිගුඅ ල් කසියෙ වසිය ඩිනු ශ්‍රී ලංකාව කඳයම පලමුව පඳු රෙකීමට තීරනය කරඉ","2nd Test, West Indies VS Sri Lanka 'Antigua'| කසියෙ වසිය දිනූ ශ්‍රී ලංකාව කඳයම පළමුව පඳු රැකීමට තීරණය කරයි","2nd Test, West Indies VS Sri Lanka 'Antigua'| කාසියේ වාසිය දිනූ ශ්‍රී ලංකා කණ්ඩායම පළමුව පඳුරැ කීමට තීරණය කරයි"
"update - maargayedi riyadurekuta paharadun, maharagama police-ye kosthapalvarayage weda thaham kere.: amathya sarath weerasekara","update - මාර්ගයෙඩි රියඩුරෙකුට පහරඩුන් , මහරගම police - යෙ කොස්තපල්වරයගෙ වෙඩ තහම් කෙරෙ .: අමත්ය සරත් වීරසෙකර","update - මාර්ගයෙන් රියඩුරෙකුට පහරදුන් , මහරගම police - යේ කොස්තපල්වරයගෙ වෙද තහම් කෙරේ . : අමාත්‍ය සරත් වීරසේකර","update මාර්ගයේදී රියදුරෙකුට පහරදුන්, මහරගම  පොලිසියේ කොස්තාපල්වරයාගේ වැඩ තහනම් කෙරෙයි.: අමාත්‍ය සරත් වීරසේකර"
"thawath covid-19 asadithayin 291k suwaya laba pitawa yai; suwaya labu mulu sankyawa 88,914.: epid","තවත් covid - 19 අසඩිතයින් 291ක් සුවය ලබ පිටව යඉ ; සුවය ලබු මුලු සන්ක්යව 88 , 914 .: එපිඩ්","තවත් covid - 19 ආසාදිතයින් 291ක් සුවය ලබ පිටව යයි ; සුවය ලබු මුලු සන්ක්යව 88 , 914 . : එපිඩ්",තවත් covid 19 ආසාදිතයින් 296 එකක් සුවය ලබා පිටව යයි සුවය ලැබූ මුළු සංඛ්‍යාව 88914  EPID
"covid-19 asadithayin 291 deneku suwaya labai.merata suwaya labaa rohalwalin pitawa giya samastha ganana 88,914 dakwa ihalata - saukya amathyanshaya","covid - 19 අසඩිතයින් 291 ඩෙනෙකු සුවය ලබඉ . මෙරට සුවය ලබා රොහල්වලින් පිටව ගිය සමස්ත ගනන 88 , 914 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය","covid - 19 ආසාදිතයින් 291 දෙනෙකු සුවය ලබයි . මෙරට සුවය ලබා රෝහල්වලින් පිටව ගිය සමස්ත ගණන 88 , 914 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය","Covid 19 ආසාදිතයින් 291 දෙනෙකු සුවය ලබයි. මෙරට සුවය ලබන රෝහල්වලින් පිව ගිය සමස්ත ගණන 88,914 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යංශය"
thawath covid-19 asadithayin 95  deneku haduna ganne - yuda hamudapathi,තවත් covid - 19 අසඩිතයින් 95 ඩෙනෙකු හඳුනා ගන්නෙ - යුඩ හමුඩපති,තවත් covid - 19 ආසාදිතයින් 95 දෙනෙකු හඳුනා ගැනේ - යුද හමුදාපති,තවත් covid 19 ආසාදිතයින් 95 දෙනෙකු හඳුනා ගැනේ - යුද හමුදාපති
thawath covid-19 asadithayin 95k wartha wei.: army commander,තවත් covid - 19 අසඩිතයින් 95ක් වාර්තා වෙඉ .: army commander,තවත් covid - 19 ආසාදිතයින් 95ක් වාර්තා වෙයි . : army commander,තවත් covid 19 ආසාදිතයින් 95ක් වාර්තාවේ.: army commander
"april 21 praharaya siduwa wasara 2k gathawa ethath,wagakiwa yuththanta danduwam nodanne, (1/2)","අප්‍රිල් 21 ප්‍රහරය සිඩුව වසර 2ක් ගතව එතත් , වගකිව යුත්තන්ට ඩඳුවම් නොඩන්නෙ , ","අප්‍රිල් 21 ප්‍රහරය සිදුව වසර 2ක් ගතව ඇතත් , වගකිව යුත්තන්ට දඬුවම් නොඩන්නෙ , ","අප්‍රේල් 21 ප්‍රහාරය සිදු වූ වසර 2 ක් ගත ව ඇතත්, වගකිවයුත්තන්ට දඬුවම් නොදෙන්න"
"e pilibanda soyana ayathanawalata balapem karanawadei,sekayak ethei, agaradaguru padawi prakashaka kamituwa kiyai.(2/2)","ඒ පිලිබඳ සොයන අයතනවලට බලපෙම් කරනවඩෙඉ , සෙකයක් එතෙඉ , අගරඩගුරු පඩවි ප්‍රකශක කමිටුව කියඉ .","ඒ පිලිබඳ සොයන ආයතනවලට බලපෑම් කරනවඩෙඉ , සැකයක් එතෙඉ , අගරදගුරු පදවි ප්‍රකශක කමිටුව කියයි . ","ඒ පිළිබඳ සොයන ආයතන වලට බලපෑම් කරනවා දැයි, සැකයක් ඇතැයි, අදරදගුරු පදවි  විපාක්ෂික කමිටුවට කියයි"
(2/2)colamba disa adhikaranayen ranil wickremesinghe ethulu pirisakata april 12 thek balapawathwena paridi waarana niyogayak, කොලඹ ඩිස අඩ්හිකරනයෙන් රනිල් වික්ක්‍රෙමෙසිඟ්හෙ එතුලු පිරිසකට අප්‍රිල් 12 තෙක් බලපවත්වෙන පරිදි වාරන නියොගයක්, කොළඹ ඩිස අඩ්හිකරනයෙන් රනිල් වික්ක්‍රෙමෙසිඟ්හෙ ඇතුළු පිරිසකට අප්‍රිල් 12 තෙක් බලපැවැත්වෙන පරිදි වාරණ නියෝගයක්,කොළඹ දිසා අධිකරණ රනිල් වික්‍රමසිංහ ඇතුළු පිරිසකට අප්‍රේල් 12 තෙක් බලපැවැත්වෙන පරිදි වාරණ නියෝගයක්
kotte nagarika manthree dhammika chandraratne ge paksha samajikathwaya ha manthri duraya ahimi kireeme unpye theeranaya kriyathmaka weema walakwalamin(1/2),කොට්ටෙ නගරික මන්ත්‍රී ඩ්හම්මික චඳ්‍රරට්නෙ ගෙ පක්ශ සමජිකත්වය හා මන්ත්‍රි ඩුරය අහිමි කිරීමෙ උන්ප්යෙ තීරනය ක්‍රියත්මක වීම වලක්වලමින් ,කෝට්ටේ නාගරික මන්ත්‍රී ඩ්හම්මික චඳ්‍රරට්නෙ ගේ පක්ෂ සාමාජිකත්වය හා මන්ත්‍රී ධුරය අහිමි කිරීමේ උන්ප්යෙ තීරණය ක්‍රියත්මක වීම ලක්වෙමින් ,කෝට්ටේ නාගරික මන්ත්‍රී ධම්මික චන්ද්‍රරත්න ගේ පක්ෂ සාමාජිකත්වය හා මන්ත්‍රී ධුරය අහිමි කිරීමේ UNPයේ තීරණය ක්‍රියාත්මක වීම වළක්වමින්
youtube nalikawak ha web adawiyak haraha ltte thrasthawadaya pracharaya kireemata adalawa kanthawak ethulu pudgalayin 2 k yapanaye dee tid athadanguwata,යොඋටුබෙ නලිකවක් හා වෙබ් අඩවියක් හරහ ල්ට්ටෙ ත්‍රස්තවඩය ප්‍රචරය කිරීමට අඩලව කන්තවක් එතුලු පුඩ්ගලයින් 2 ක් යපනයෙ දී tid අත්අඩංගුවට,YouTube නාලිකාවක් හා වෙබ් අඩවියක් හරහ LTTE ත්‍රස්තවඩය ප්‍රචරය කිරීමට අඩලව කාන්තාවක් ඇතුළු පුද්ගලයින් 2 ක් යපනයෙ දී tid අත්අඩංගුවට,YouTube නාලිකාවක් හා වෙබ් අඩවියක් හරහා LTTE ත්‍රස්තවාදය ප්‍රචාරණය කිරීමට අදාළව  කාන්තාවක්  ඇතුළු පුද්ගලයින් 2ක් යාපනයේ දී යාපනයේදී TID අත්අඩංගුවට
