singlish_news,transliterated_l1,transliterated_l2,man_written
thawath corona asadithain 144k hadhuna gane.ada dina warthawu asadithain sankayawa 298k.-rajaye prawruthi departhamenthuwa,තවත් කොරෝනා ආසාධිතයින් 144ක් හඩ්හුන ගනෙ . අඩ ඩින වාර්තාවු ආසාධිතයින් සන්කයව 298ක් .- රජයෙ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාධිතයින් 144ක් හඩ්හුන ගනෙ . අද දින වාර්තාවු ආසාධිතයින් සන්තකයේ 298ක් .- රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාධිතයින් 144ක් හඳුනාගැනේ. අද දින වනතුරු ආසාධිතයින් සංඛ්‍යාව 298ක් -රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව
thawath corona asadithain 154k hadhuna gane.-rajaye prawruthi departhamenthuwa,තවත් කොරෝනා ආසාධිතයින් 154ක් හඩ්හුන ගනෙ .- රජයෙ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාධිතයින් 154ක් හඩ්හුන ගනෙ .- රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් corona කොරෝනා ආසාධිතයින් එකසිය පනස් හතරක් හඳුනා ගැනේ -රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව 
"heroin ,ak 47 gini awi ,unda thogayak samaga sri lankika boattu 03k,lakshadweep muhudedi indiya araksha ansha bharayata.","හෙරොඉන් , අක් 47 ගිනි අවි , උඳ තොගයක් සමග sri ලන්කික බොඅට්ටු 03ක් , ලක්ශඩ්වීප් මුහුඩෙඩි ඉඳිය ආරක්ෂක අන්ශ බ්හරයට .","හෙරොයින් , අක් 47 ගිනි අවි , උඩ තොගයක් සමග sri ලන්කික බොඅට්ටු 03ක් , ලක්ශඩ්වීප් මුහුඩෙඩි ඉඳිය ආරක්ෂක අංශ බාරයට .","හෙරොයින් ,AK 47ගිනි අවි ,උණ්ඩ තොගයක් සමග ශ්‍රී ලාංකික  බෝට්ටු තුනක් ලක්ෂද්වීප්  මුහුදේ දී ඉන්දියා ආරක්ෂක අංශය භාරයට"
thawath covid-19 asadithayin 154k wartha wei: army commander,තවත් covid - 19 අසඩිතයින් 154ක් වාර්තා වෙඉ : army commander,තවත් covid - 19 ආසාධිතයින් 154ක් වාර්තා වෙයි : army commander,තවත් covid 19 ආසාධිතයින්  154 ක් වාර්තා වෙයි- army commander
"covid-19 asadithayin 283 deneku suwaya labai.merata suwaya labaa rohalwalin pitawa giya samastha ganana 86,227 dakwa ihalata - saukya amathyanshaya","covid - 19 අසඩිතයින් 283 ඩෙනෙකු සුවය ලබඉ . මෙරට සුවය ලබා රොහල්වලින් පිටව ගිය සමස්ත ගනන 86 , 227 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යාංශය","covid - 19 ආසාධිතයින් 283 දෙනෙකු සුවය ලබයි . මෙරට සුවය ලබා රෝහල්වලින් පිටව ගිය සමස්ත ගණන 86 , 227 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යාංශය","covid 19 ආසාධිතයින් 283 දෙනෙකු සුවය ලබයි.මෙරට සුවය ලබා රෝහලින් පිටව ගිය සමස්ත ගණන 86,227 දක්වා ඉහලට -සෞඛ්‍ය අමාත්‍යාංශය"
test cricket tharaga 02-kakata sahabagi weema sadaha bangladesh cricket kandayama april 12 diwainata.: slc,test cricket තරග 02 - කකට සහබගි වීම සඳහා බඟ්ලඩෙශ් cricket කඳයම අප්‍රිල් 12 ඩිවඉනට .: ස්ල්ක්,test cricket තරග 02 - කකට සහබගි වීම සඳහා බඟ්ලඩෙශ් cricket කඳයම අප්‍රිල් 12 දිවයිනට . : SLC,ටෙස්ට් cricket තරග දෙකකට සහභාගි වීම සඳහා බංග්ලාදේශ් cricket කණ්ඩායම අප්‍රේල් 12 දිවයිනට - SLC
mp nalin bandara sidu kala prakashayakata adalawa raajya buddhi sewaye pradani major general suresh sallay,ම්ප් නලින් බඳර සිදු කල ප්‍රකශයකට අඩලව රාජ්ය බුඩ්ඩ්හි සෙවයෙ ප්‍රඩනි මජොර් general සුරෙශ් සල්ලය් ,ම්ප් නලින් බඳර සිදු කල ප්‍රකශයකට අඩලව රාජ්ය බුඩ්ඩ්හි සේවයේ ප්‍රඩනි මජොර් general Suresh Sallay ,Mp නලීන් බණ්ඩාර සිදුකළ ප්‍රකාශයට අදාළව රාජ්‍ය  බුද්ධි සේවා ප්‍රධානී මේජර් ජෙනරාල් Suresh Sallay 
"thawath covid-19 asadithayin 283k suwaya laba pitawa yai; suwaya labu mulu sankyawa 86,227.: epid","තවත් covid - 19 අසඩිතයින් 283ක් සුවය ලබ පිටව යඉ ; සුවය ලබු මුලු සන්ක්යව 86 , 227 .: EPID","තවත් covid - 19 ආසාධිතයින් 283ක් සුවය ලබ පිටව යයි ; සුවය ලබු මුලු සන්ක්යව 86 , 227 . : EPID","තවත් කොවිඩ් 19 ආසාධිතයින් 283 ක් සුවය ලබා පිටව යයි .  සුවය ලැබූ මුළු සංඛ්‍යාව 86,227- EPID"
mp nalin bandara sidu-kala prakashayak sambandayen raajya buddi pradani major general suresh sallay-gen cid-yata peminillak.: police spokesman,ම්ප් නලින් බඳර සිදු - කල ප්‍රකශයක් සඹඳයෙන් රාජ්ය බුඩ්ඩි ප්‍රඩනි මජොර් general සුරෙශ් සල්ලය් - ගෙන් කිඩ් - යට පෙමිනිල්ලක් .: police spokesman,ම්ප් නලින් බඳර සිදු - කල ප්‍රකශයක් සඳෙන් රාජ්ය බුද්ධි ප්‍රඩනි මජොර් general සුරේෂ් සල්ලය් - ගෙන් කිඩ් - යට පැමිණිල්ලක් . : police spokesman,Mp නලීන් බණ්ඩාර සිදුකළ සිදු කළ ප්‍රකාශය  සම්බන්ධයෙන් රාජ්‍ය බුද්ධි ප්‍රධානි මේජර් ජනරාල් suresh ගෙන් CID යට පැමිණිල්ලක්- Police Spokesman
nalin bandara kala prakashayakata erehiwa rajya buddi pradani major general suresh sallay-gen cid-ta peminillak. vimarshana erambe-police madya prakashaka,නලින් බඳර කල ප්‍රකශයකට එරෙහිව රජ්ය බුඩ්ඩි ප්‍රඩනි මජොර් general සුරෙශ් සල්ලය් - ගෙන් කිඩ් - ට පෙමිනිල්ලක් . විමර්ශන එරඹෙ - police මඩ්ය ප්‍රකශක,නලින් බඳර කල ප්‍රකශයකට එරෙහිව රජ්ය බුද්ධි ප්‍රඩනි මජොර් general සුරේෂ් සල්ලය් - ගෙන් කිඩ් - ට පැමිණිල්ලක් . විමර්ශන ඇරඹේ - police මඩ්ය ප්‍රකශක,නලීන් බණ්ඩාර කළ ප්‍රකාශයට එරෙහිව රජය රජයේ බුද්ධි පරීක්ෂන මේජර් ජෙනරාල් Suresh Sallay ගෙන් CID ට පැමිණිල්ලක් .විමර්ශන ඇරඹේ -police මාධ්‍ය ප්‍රකාශක
agramathya mahinda rajapaksa dedina raajya sancharayak sadaha bangladeshaya balaa pitathwa yai,අග්‍රාමාත්‍ය මහින්ද රජපක්ස ඩෙඩින රාජ්ය සන්චරයක් සඳහා බඟ්ලඩෙශය බලා පිටත්ව යඉ,අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ දෙදින රාජ්ය සන්චරයක් සඳහා බඟ්ලඩෙශය බලා පිටත්ව යයි,අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ දෙදින රාජ්‍ය සංචාරයක් සඳහා බංග්ලාදේශය බලා පිටත්ව යයි
allas komisama wisin pawara thibu naduwe chodana walin emathi rohitha abeygunawardena nidahas kirimata colamba mahadikaranayen niyoga.: reporter,අල්ලස් කොමිසම විසින් පවර තිබු නඩුවෙ චොඩන වලින් එමති රොහිත අබෙය්ගුනවර්ඩෙන නිඩහස් කිරිමට කොලඹ මහඩිකරනයෙන් නියොග .: රෙපොර්ටෙර්,අල්ලස් කොමිසම විසින් පවර තිබු නඩුවෙ චොඩන වලින් ඇමති රෝහිත අබෙය්ගුනවර්ඩෙන නිදහස් කිරිමට කොළඹ මහඩිකරනයෙන් නියෝග . : රෙපොර්ටෙර්,අල්ලස් කොමිසම විසින් පවරා තිබූ නඩුවේ චෝදනා වලින් ඇමති රෝහිත ඇමති රෝහිත අභයගුණවර්ධන නිදහස් කිරීමට කොළඹ මහාධිකරණයෙන් නියෝග - reporter
"isurupaya, adyapana amathyanshaya idiripita guru sangam 2ka virodhatha hethuwen pelawatta awata dhedi rathawaahana thadabadayak.: reporter","ඉසුරුපය , අඩ්යපන අමාත්‍යාංශය ඉඩිරිපිට ගුරු සඟම් 2ක විරොඩ්හත හෙතුවෙන් පෙලවට්ට අවට ඩ්හෙඩි රතවාහන තඩබඩයක් .: reporter","ඉසුරු , අඩ්යපන අමාත්‍යාංශය ඉදිරිපිට ගුරු සඟම් 2ක විරොඩ්හත හේතුවෙන් පෙලවට්ට අවට ඩ්හෙඩි වාහන තදබදයක් . : reporter",ඉසුරුපාය අධ්යාපන අධ්‍යාපන අමාත්‍යාංශය ඉදිරිපිට ගුරු සංගම් දෙකක් විරෝධතා හේතුවෙන් පැලවත්ත අවට දැඩි රථවාහන තදබදයක්- reporter
update: bangladeshaye dedina raajya sancharaya arabamin dhaka aganuwarata pemini agamethi mahinda rajapaksa erata agamethiniya wisin piligani,update : බඟ්ලඩෙශයෙ ඩෙඩින රාජ්ය සන්චරය අරබමින් ඩ්හක අගනුවරට පෙමිනි අගමෙති මහින්ද රජපක්ස එරට අගමෙතිනිය විසින් පිලිගනි,update : බඟ්ලඩෙශයෙ දෙදින රාජ්ය සන්චරය කරමින් ඩ්හක අගනුවරට පෙමිනි අගමැති මහින්ද රාජපක්ෂ එරට අගමෙතිනිය විසින් පිලිගනි,Update : බංග්ලාදේශය දෙදෙන රාජ්‍ය සංචාරය අරඹමින් ඩකා අගනුවරට පැමිණි අගමැති මහින්ද රාජපක්ෂ එරට අග්‍රාමාත්‍ය විසින් පිළිගැනේ 
allas komisama wisin pawara thibu naduwe chodana walin emathi rohitha abeygunawardena nidahas kirimata colamba mahadikaranayen niyoga.: reporter,අල්ලස් කොමිසම විසින් පවර තිබු නඩුවෙ චොඩන වලින් එමති රොහිත අබෙය්ගුනවර්ඩෙන නිඩහස් කිරිමට කොලඹ මහඩිකරනයෙන් නියොග .: reporter,අල්ලස් කොමිසම විසින් පවර තිබු නඩුවෙ චොඩන වලින් ඇමති රෝහිත අබෙය්ගුනවර්ඩෙන නිදහස් කිරිමට කොළඹ මහඩිකරනයෙන් නියෝග . : reporter,අල්ලස් කොමිසම මගින් පනවා තිබූ නඩුවේ චෝදනා වලින් ඇමති ඇමැති රෝහිත අබේගුණවර්ධන නිදහස් කිරීමට කොළඹ මහාධිකරණය මහාධිකරණය නියෝග - reporter
"isurupaya, adyapana amathyanshaya idiripita guru sangam 2ka virodhatha hethuwen pelawatta awata dhedi rathawaahana thadabadayak.: reporter","ඉසුරුපය , අඩ්යපන අමාත්‍යාංශය ඉඩිරිපිට ගුරු සඟම් 2ක විරොඩ්හත හෙතුවෙන් පෙලවට්ට අවට ඩ්හෙඩි රතවාහන තඩබඩයක් .: reporter","ඉසුරු , අඩ්යපන අමාත්‍යාංශය ඉදිරිපිට ගුරු සඟම් 2ක විරොඩ්හත හේතුවෙන් පෙලවට්ට අවට ඩ්හෙඩි වාහන තදබදයක් . : reporter",ඉසුරුපාය අධ්‍යාපන අමාත්‍යාංශය ඉදිරිපිට ගුරු සංගම් දෙකක් විරෝධතාවය හේතුවෙන් පැල වතාවට පෙලවත් අවට දැඩි රථවාහන තදබදයක්- reporter
amathya rohitha abeygunawardanata erehi allas comisame naduwe chodana walin ohu nidahas kirimata colamba mahadikaranayen niyoga,අමත්ය රොහිත අබෙය්ගුනවර්ඩනට එරෙහි අල්ලස් කොමිසමෙ නඩුවෙ චොඩන වලින් ඔහු නිඩහස් කිරිමට කොලඹ මහඩිකරනයෙන් නියොග,අමතකය රෝහිත අබෙය්ගුනවර්ඩනට එරෙහි අල්ලස් කොමිසම නඩුවෙ චොඩන වලින් ඔහු නිදහස් කිරිමට කොළඹ මහඩිකරනයෙන් නියෝග,අමාත්‍ය රෝහිත ගුණවර්ධන ට එරෙහි අල්ලස් කොමිසමේ නඩුවේ චෝදනා වලින් ඔහු නිදහස් කිරීමට කොළඹ මහා අධිකරනයෙන් නියෝග
"sabaragamuwa, dakuna, basnahira, madyama ha wayamba palathwala ethem sthanawalata 100mm wedi thada warshawak ethiwiya heki-met dept","සබරගමුව , ඩකුන , බස්නහිර , මඩ්යම හා වයඹ පලත්වල එතෙම් ස්තනවලට 100ම්ම් වැඩි තඩ වර්ශවක් එතිවිය හෙකි - මෙට් ඩෙප්ට්","සබරගමුව , දකුණ , බස්නාහිර , මඩ්යම හා වයඹ පත්ව එතෙම් ස්ථානවලට 100ම්ම් වැඩි තද වර්ණවත් ඇතිවිය හෙකි - මෙට් ඩෙප්ට්","සබරගමුව ,දකුණ, බස්නාහිර ,මධ්‍යම හා වයඹ පැතිවල ඇතැම් ස්ථානවලට 100mm දැඩි තද වර්ෂාවක් ඇති විය හැක -met dept"
update-bangladesh rajya sancharaya arabamin dhaka  aganuwarata pemini agramathya mahinda rajapaksha erata agamethiniya wisin piliganu labai,update - බඟ්ලඩෙශ් රජ්ය සන්චරය අරබමින් ඩ්හක අගනුවරට පෙමිනි අග්‍රාමාත්‍ය මහින්ද රජපක්ශ එරට අගමෙතිනිය විසින් පිලිගනු ලබඉ,update - බඟ්ලඩෙශ් රජ්ය සන්චරය කරමින් ඩ්හක අගනුවරට පෙමිනි අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ එරට අගමෙතිනිය විසින් පිලිගනු ලබයි,Update : බංග්ලාදේශ් රජය සාකච්ඡා අරඹමින් ඩකා අගනුවරට පැමිණි අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ එරට අගමැති විසින් පිළිගනු ලබයි 
amathya rohitha abeygunawardanata erehi allas comisame naduwe chodana walin ohu nidahas kirimata colamba mahadikaranayen niyoga,අමත්ය රොහිත අබෙය්ගුනවර්ඩනට එරෙහි අල්ලස් කොමිසමෙ නඩුවෙ චොඩන වලින් ඔහු නිඩහස් කිරිමට කොලඹ මහඩිකරනයෙන් නියොග,අමතකය රෝහිත අබෙය්ගුනවර්ඩනට එරෙහි අල්ලස් කොමිසම නඩුවෙ චොඩන වලින් ඔහු නිදහස් කිරිමට කොළඹ මහඩිකරනයෙන් නියෝග,අමාත්‍ය රෝහිත අබේගුණවර්ධන ට එරෙහි අල්ලස් කොමිසමේ නඩුවේ චෝදනාවලින් ඔහු නිදහස් කිරීමට කොළඹ මහාධිකරණයෙන් නියෝග
agramathya mahinda rajapaksa dedina raajya sancharayak sadaha bangladeshaya balaa pitathwa yai,අග්‍රාමාත්‍ය මහින්ද රජපක්ස ඩෙඩින රාජ්ය සන්චරයක් සඳහා බඟ්ලඩෙශය බලා පිටත්ව යඉ,අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ දෙදින රාජ්ය සන්චරයක් සඳහා බඟ්ලඩෙශය බලා පිටත්ව යයි,"අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ දෙදින රාජ්‍ය සංචාරයක් සඳහා බංග්ලාදේශය බලා පිටත්ව යයි"
"update: dedina raajya sancharaya aramba karamin dhaka aganuwara wetha giya agamethi mahinda rajapaksa, bangladesha agamethi sheikh hasina wisin piliganee","update : ඩෙඩින රාජ්ය සන්චරය අරඹ කරමින් ඩ්හක අගනුවර වෙත ගිය අගමෙති මහින්ද රජපක්ස , බඟ්ලඩෙශ අගමෙති ශෙඉක්හ් හසින විසින් පිලිගනී","update : දෙදින රාජ්ය සන්චරය අරඹ කරමින් ඩ්හක අගනුවර වෙත ගිය අගමැති මහින්ද රාජපක්ෂ , බඟ්ලඩෙශ අගමැති ශෙඉක්හ් හසින විසින් පිලිගනී",Update : දෙදින රාජ්‍ය සංචාරය ආරම්භ කරමින් ඩකා අගනුවර වෙත ගිය අගමැති මහින්ද රාජපක්ෂ බංගලාදේශ අගමැති ෂික් හසීනා විසින් පිළිගනී 
update: bangladeshaye dedina raajya sancharaya arabamin dhaka aganuwarata pemini agamethi mahinda rajapaksa erata agamethiniya wisin piligani,update : බඟ්ලඩෙශයෙ ඩෙඩින රාජ්ය සන්චරය අරබමින් ඩ්හක අගනුවරට පෙමිනි අගමෙති මහින්ද රජපක්ස එරට අගමෙතිනිය විසින් පිලිගනි,update : බඟ්ලඩෙශයෙ දෙදින රාජ්ය සන්චරය කරමින් ඩ්හක අගනුවරට පෙමිනි අගමැති මහින්ද රාජපක්ෂ එරට අගමෙතිනිය විසින් පිලිගනි,Update : බංග්ලාදේශයේ දෙදින රාජ්‍ය සංචාරය අරමුණින් ඩකා අගනුවරට පැමිණි අගමැති මහින්ද රාජපක්ෂ එරට අග්‍රාමාත්‍ය විසින් පිළිගනී
"sabaragamuwa, dakuna, basnahira, madyama ha wayamba palathwala ethem sthanawalata 100mm wedi thada warshawak ethiwiya heki-met dept","සබරගමුව , ඩකුන , බස්නහිර , මඩ්යම හා වයඹ පලත්වල එතෙම් ස්තනවලට 100ම්ම් වැඩි තඩ වර්ශවක් එතිවිය හෙකි - මෙට් ඩෙප්ට්","සබරගමුව , දකුණ , බස්නාහිර , මඩ්යම හා වයඹ පත්ව එතෙම් ස්ථානවලට 100ම්ම් වැඩි තද වර්ණවත් ඇතිවිය හෙකි - මෙට් ඩෙප්ට්","සබරගමුව ,දකුණ  ,බස්නාහිර මධ්‍යම හා වයඹ පළාත් වල ඇතැම් ස්ථාන වලට 100 mm වැඩි තද වර්ෂාවක් ඇති විය හැක - Met dept"
update-bangladesh rajya sancharaya arabamin dhaka  aganuwarata pemini agramathya mahinda rajapaksha erata agamethiniya wisin piliganu labai,update - බඟ්ලඩෙශ් රජ්ය සන්චරය අරබමින් ඩ්හක අගනුවරට පෙමිනි අග්‍රාමාත්‍ය මහින්ද රජපක්ශ එරට අගමෙතිනිය විසින් පිලිගනු ලබඉ,update - බඟ්ලඩෙශ් රජ්ය සන්චරය කරමින් ඩ්හක අගනුවරට පෙමිනි අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ එරට අගමෙතිනිය විසින් පිලිගනු ලබයි,Update : බංගලාදේශ රාජ්‍ය සංචාරය අරඹමින් ඩකා අගනුවරට පැමිණි අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ එරට අග්‍රාමාත්‍ය විසින් පිළිගනු ලබයි
"dedina nila sancharayak sadaha, agamathi mahinda rajapakse bangladeshaya bala pitathwa-yai","ඩෙඩින නිල සන්චරයක් සඳහා , අගමති මහින්ද රජපක්සෙ බඟ්ලඩෙශය බොල පිටත්ව - යඉ","දෙදින නිල සන්චරයක් සඳහා , අගමැති මහින්ද රජපක්සෙ බඟ්ලඩෙශය බොල පිටත්ව - යයි",දෙදින නිල සංචාරයක් සඳහා අගමැති මහින්ද රාජපක්ෂ බංගලාදේශයේ බලා පිටත්ව යයි
thawath corona asadithain 140k.ada dina warthawu asadithain sankayawa 302k.-rajaye prawruthi departhamenthuwa,තවත් කොරෝනා ආසාධිතයින් 140ක් . අඩ ඩින වාර්තාවු ආසාධිතයින් සන්කයව 302ක් .- රජයෙ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාධිතයින් 140ක් . අද දින වාර්තාවු ආසාධිතයින් සන්තකයේ 302ක් .- රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාධිතයින් එකසිය හතලිහක්. අද දින වාර්තා වූ ආසාධිතයින් සංඛ්‍යාව 302 ක් -රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව
update: covid-19 asadithayin 140 deneku haduna ganne.ada wartha wu asadithayin ganana 302 dakwa ihalata - yuda hamudapathi,update : covid - 19 අසඩිතයින් 140 ඩෙනෙකු හඳුනා ගන්නෙ . අඩ වාර්තා වු අසඩිතයින් ගනන 302 දක්වා ඉහලට - යුඩ හමුඩපති,update : covid - 19 ආසාධිතයින් 140 දෙනෙකු හඳුනා ගන්නේ . අද වාර්තා වු ආසාධිතයින් ගණන 302 දක්වා ඉහලට - යුද හමුදාපති,"Update : Covid 19 ආසාධිතයින් 140 දෙනෙකු හඳුනා ගැනේ. අද වාර්තා වූ වූ ආසාධිතයින් ගණන තුන්සිය දෙකක් දක්වා ඉහලට-යුද හමුදා පති "
"thawath corona marana 01k wartha wei.marana sankayawa 538 dakwa ihalata.-saukya sewa adhyaksha genaral.",තවත් කොරෝනා මරන 01ක් වාර්තා වෙඉ . මරන සන්කයව 538 දක්වා ඉහලට .- සෞඛ්‍ය සෙව අඩ්හ්යක්ශ ගෙනරල් .,තවත් කොරෝනා මරණ 01ක් වාර්තා වෙයි . මරණ සන්තකයේ 538 දක්වා ඉහලට .- සෞඛ්‍ය සෙව අඩ්හ්යක්ශ ගෙනරල් .,තවත් කොරෝනා මරණ එකක් වාර්තා වාර්තාවෙයි මරණ සංඛ්‍යාව 538 ක් දක්වා ඉහලට- සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්
covid-19 asaditha maranayak wartha weemath samaga merata samastha marana 538 dakwa ihalata - saukya amathyanshaya,covid - 19 අසඩිත මරනයක් වාර්තා වීමත් සමග මෙරට සමස්ත මරන 538 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යාංශය,covid - 19 අසිත රථයක් වාර්තා වීමත් සමග මෙරට සමස්ත මරණ 538 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යාංශය,"Covid 19 ආසාධිත මරණයක් වාර්තා වීමත් වාර්තා වීමත් සමග මෙරට සමස්ත මරණ 538 ක් දක්වා ඉහළට - සෞඛ්‍ය අමාත්‍යාංශය"
thawath covid-19 marana 01k wartha-wei; merata samastha marana 538 dakwa ihalata.: information department,තවත් covid - 19 මරන 01ක් වාර්තා - වෙඉ ; මෙරට සමස්ත මරන 538 දක්වා ඉහලට .: information department,තවත් covid - 19 මරණ 01ක් වාර්තා - වෙයි ; මෙරට සමස්ත මරණ 538 දක්වා ඉහලට . : information department,තවත් covid 19 මරණයක් වාර්තා වෙයි. මෙරට සමස්ත මරණ 538 දක්වා ඉහලට- information department
bangladesh agamethiniyage aradanawakata anuwa agamethi mahinda rajapaksa heta ha anidda bangladesh sancharayaka-agramathya karyalaya,බඟ්ලඩෙශ් අගමෙතිනියගෙ අරඩනවකට අනුව අගමෙති මහින්ද රජපක්ස හෙට හා අනිඩ්ඩ බඟ්ලඩෙශ් සන්චරයක - අග්‍රාමාත්‍ය කර්යලය,බඟ්ලඩෙශ් අගමෙතිනියගෙ අරඩනවකට අනුව අගමැති මහින්ද රාජපක්ෂ හෙට හා අනිඩ්ඩ බඟ්ලඩෙශ් සන්චරයක - අග්‍රාමාත්‍ය කාර්යාලය,බංග්ලාදේශ් අගමැතිනියගේ ආරාධනාවකට අනුව අගමැති මහින්ද රාජපක්ෂ හෙට හා අනිද්දා බංගලාදේශ් සංචාරයක- අග්‍රාමාත්‍ය කාර්යාලය
"covid-19 asadithayin 219 deneku suwaya labai.merata suwaya labaa rohalwalin pitawa giya samastha ganana 85,944 dakwa ihalata - saukya amathyanshaya","covid - 19 අසඩිතයින් 219 ඩෙනෙකු සුවය ලබඉ . මෙරට සුවය ලබා රොහල්වලින් පිටව ගිය සමස්ත ගනන 85 , 944 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යාංශය","covid - 19 ආසාධිතයින් 219 දෙනෙකු සුවය ලබයි . මෙරට සුවය ලබා රෝහල්වලින් පිටව ගිය සමස්ත ගණන 85 , 944 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යාංශය","Covid 19 ආසාධිතයින් 219 දෙනෙකු සුවය ලබයි. මෙරට සුවය ලබා රෝහල්වලින් පිටව ගිය සමස්ත ගණන 85,944 දක්වා ඉහලට -සෞඛ්‍ය අමාත්‍යාංශය"
thawath corona asadithain 162k hadhuna gane .-rajaye prawruthi departhamenthuwa,තවත් කොරෝනා ආසාධිතයින් 162ක් හඩ්හුන ගනෙ .- රජයෙ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාධිතයින් 162ක් හඩ්හුන ගනෙ .- රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,"තවත් corona කොරෝනා ආසාධිතයින් 162ක් හඳුනා ගැනේ- රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව "
covid-19 asadithayin 162 deneku haduna ganne - yuda hamudapathi,covid - 19 අසඩිතයින් 162 ඩෙනෙකු හඳුනා ගන්නෙ - යුඩ හමුඩපති,covid - 19 ආසාධිතයින් 162 දෙනෙකු හඳුනා ගන්නේ - යුද හමුදාපති,"Covid 19 ආසාධිතයින් 162 දෙනෙකු හඳුනා ගැනේ-යුද හමුදාපති "
thawath covid-19 asadithayin 162k wartha wei.: army commander,තවත් covid - 19 අසඩිතයින් 162ක් වාර්තා වෙඉ .: army commander,තවත් covid - 19 ආසාධිතයින් 162ක් වාර්තා වෙයි . : army commander,තවත් Covid 19 ආසාධිතයින් 162 ක් වාර්තා වාර්තාවෙයි- army commander 
wisin nikuth karai.thorathuru sadaha piwisenna- adaderana.lk,විසින් නිකුත් කරඉ . තොරතුරු සඳහා පිවිසෙන්න - අඩඩෙරන . ල්ක්,විසින් නිකුත් කරයි . තොරතුරු සඳහා පිවිසෙන්න - adaderana.lk,විසින් නිකුත් කරයි. තොරතුරු සඳහා පිවිසෙන්න -adaderana.lk 
videsgathawa sita peminena pudgalayin sadaha nawa covid-19 margopadesha saukya sewa adyaksha general,විඩෙස්ගතව සිට පෙමිනෙන පුඩ්ගලයින් සඳහා නව covid - 19 මර්ගොපඩෙශ සෞඛ්‍ය සෙව අධ්‍යක්ෂ general ,විදෙස්ගතව සිට පෙමිනෙන පුද්ගලයින් සඳහා නව covid - 19 මර්ගොපඩෙශ සෞඛ්‍ය සෙව අධ්‍යක්ෂ general ,විදේශගතව සිට පැමිණෙන පුද්ගලයන් සඳහා නව Covid 19 මාර්ගෝපදේශ- සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්
rajitha senaratne ha chathura senaratne gen prakasha satahan kara ganeemata niyamithai - police maadya prakashaka,රජිත සෙනරට්නෙ හා චතුර සෙනරට්නෙ ගෙන් ප්‍රකශ සටහන් කර ගනීමට නියමිතඉ - police මාඩ්ය ප්‍රකශක,රජිත සෙනරට්නෙ හා චතුර සෙනරට්නෙ ගෙන් ප්‍රකශ සටහන් කර ගැනීමට නියමිතය - police මාඩ්ය ප්‍රකශක,රාජිත සේනාරත්න හා චතුර සේනාරත්න ගෙන් ප්‍රකාශ සටහන් කර ගැනීමට නියමිතයි- police මාධ්‍ය ප්‍රකාශක 
thama paharagath bawata sawadya peminillak demuu maadyawediyata sambanda wimarshanawalata adalawa colamba aparada kottashaya,තම පහරගත් බවට සවඩ්ය පෙමිනිල්ලක් ඩෙමූ මාඩ්යවෙඩියට සඹඳ විමර්ශනවලට අඩලව කොලඹ අපරඩ කොට්ටශය ,තම කරගත් බවට සවඩ්ය පැමිණිල්ලක් දෙමු මාඩ්යවෙඩියට සඹඳ විමර්ශනවලට අඩලව කොළඹ අපරඩ කොට්ඨාශය ,තමා පැහැර ගත් බවට සාවද්‍ය පැමිණිල්ලක් දැමූ මාධ්‍යවේදියාට සම්බන්ධ විමර්ශනවලට අදාළව කොළඹ අපරාධ කොට්ඨාශය 
